Movie/Content Name,S.No.,Movie /Content (Original Language),Language,Type of Content,Availability,Col B&W,Year  30,No. of Episodes,Length,Resolution,CC Grade,Content Owner 1,Content Owner 2,Content Owner 3,Commence Date,Expiry Date,Genre   101,Director 99,Star Cast  18,Music Director  229,Lyricist  380,Singer   437,Agreement Status,Format,Audio bitrate,Audio codec,Video bitrate,Video codec,Path,-,Size_MB,Framerate_fps
Maa Ki Mahima,,,,,,,,,02:27:34,1280*720,,,,,,,,,,,,,,MPEG-4,128 kbps,AAC LC,1458 kbps,AVC,U:\MOVIE MASTER\000 Non Registered\000 Logo Blur\Maa Ki Mahima\Maa Ki Mahima.mp4,,1682.47,29.97
Maa Parvati,,,,,,,,,02:02:19,1280*720,,,,,,,,,,,,,,MPEG-4,128 kbps,AAC LC,1880 kbps,AVC,U:\MOVIE MASTER\000 Non Registered\000 Logo Blur\Maa Parvati\Maa Parvati.mp4,,1762.62,25.0
Maai Re Karde Bidaai Hamaar (2003),,,,,,,,,02:29:07,1280*720,,,,,,,,,,,,,,MPEG-4,128 kbps,AAC LC,536 kbps,AVC,U:\MOVIE MASTER\Maai Re Karde Bidaai Hamaar (2003)\Maai Re Karde Bidaai Hamaar (2003).mp4,,712.7,29.97
Maal Kiska Kamal Kiska Part 1 (2015),,,HINDI,Movie,Yes,COL,,,01:34:35,1920*1080,,Shemaroo,,,2026-04-01,2027-03-31,Comedy,Kaushal Shah,"Kaushal Shah, Shekhar Shukla, Rajni Bala, Kalyani Thaker, Kishore Bhanisali, Ruchika Pal & Haresh Panchal",,,,Yes,MPEG-4,128 kbps,AAC LC,4327 kbps,AVC,U:\MOVIE MASTER\Maal Kiska Kamal Kiska Part 1 (2015)\Maal Kiska Kamal Kiska Part 1 (2015).mp4,,3018.44,25.0
Maalik (1972),,,Hindi,Movie,Yes,COL,1972.0,,02:20:12,592*444,U,Shemaroo,,,2026-04-01,2027-03-31,Drama,A Bhim Singh,"Rajesh Khanna, Sharmila Tagore, Sonia Sahini, Deven Verma","Kalayanji, Anandji",Rajendra Krishan,"Mahendra Kapoor, Kishore Kumar, Lata Mangeshkar",Yes,,,,,,,,,
Maan Ja Na Batiyan Hamar (2009),,,,,,,,,02:12:16,640*480,,,,,,,,,,,,,,MPEG-4,128 kbps,AAC LC,600 kbps,AVC,U:\MOVIE MASTER\000 Non Registered\000 Logo Blur\Maan Ja Na Batiyan Hamar (2009)\Maan Ja Na Batiyan Hamar (2009).mp4,,695.12,25.0
Maan Jaiye (1972),,,Hindi,Movie,Yes,COL,1972.0,,0.0817824074074074,1280*720,V/U,Shemaroo,,,2026-04-01,2027-03-31,Drama,B R Ishara,"Rakesh Pande, Rehana Sultan, Jalal Agha, Asit Sen, Leela Misra",Jaidev,Naqsh Lyallpuri,"Kishore Kumar, Lata Mangeshkar, Vani Jayaram, Mukesh",Yes,MPEG-4,128 kbps,AAC LC,2071 kbps,AVC,U:\MOVIE MASTER\Maan Jaiye (1972)\Maan Jaiye (1972).mp4,,1855.26,25.0
Maan Sanman (2004),,,Hindi,Movie,Yes,COL,2004.0,,02:33:30,1280*720,,Ultra Cable,,,2026-04-01,2027-03-31,Drama / Family,K. Bharathi,"Sarath Kumar, Abbas, Sakshi Sivanand",S. A. Rajkumar,,,Yes,MPEG-4,128 kbps,AAC LC,536 kbps,AVC,U:\MOVIE MASTER\Maan Sanman (2004)\Maan Sanman (2004).mp4,,733.06,25.0
Maan Sanman (2008),,,,,,,,,02:01:55,854*480,,,,,,,,,,,,,,MPEG-4,128 kbps,AAC LC,398 kbps,AVC,U:\MOVIE MASTER\Maan Sanman (2008)\Maan Sanman (2008).mp4,,464.19,25.0
Maar Dhaad  (1988),,https://www.youtube.com/watch?v=3EZ_MC4ttoE,Hindi,Movie,Yes,COL,1988.0,,0.0904282407407407,,,Eagle,,,2026-04-01,2027-03-31,Action,Yash Chouhan,"Hemant Birje, Mandakini, Sadashiv Amrapurkar, Navin Nischol, Puneet Issar, Huma Khan, Satish Shah, Shiva Rindani",Rajesh Roshan,"Anjaan, Indeevar","Kumar Sanu, Sadhana Sargam, Nitin Mukesh, Alisha Chinai, Chandru Atma",Yes,,,,,,,,,
Maar Dhaad (1988),,,,,,,,,02:10:13,1280*720,,,,,,,,,,,,,,MPEG-4,128 kbps,AAC LC,1202 kbps,AVC,U:\MOVIE MASTER\000 Non Registered\000 Logo Blur\000 Darpan priority\Maar Dhaad (1988)\Maar Dhaad (1988).mp4,,1244.37,25.0
Maati Maangey Khoon (1984),,,Hindi,Movie,Yes,COL,1984.0,,0.0894675925925926,1920*1080,U,Shemaroo,,,2026-04-01,2027-03-31,"Action,Thriller",Raj Khosla,"Shatrughan Sinha, Rekha, Reena Roy, Raj Babbar, Om Puri, ,,,,,,,,,,,",R D Burman,Anand Bakshi,"Asha Bhosle, Lata Mangeshkar, Ghulam Ali",Yes,MPEG-4,126 kbps,AAC LC,730 kbps,AVC,U:\MOVIE MASTER\Maati Maangey Khoon (1984)\Maati Maangey Khoon (1984).mp4,,791.95,25.0
Mach Gaya Tahalka,,,,,,,,,02:16:23,1280*720,,,,,,,,,,,,,,MPEG-4,128 kbps,AAC LC,1403 kbps,AVC,U:\MOVIE MASTER\000 Non Registered\000 Logo Blur\Mach Gaya Tahalka\Mach Gaya Tahalka.mp4,,1500.28,25.0
Madadgaar (1987),,,Hindi,Movie,Yes,COL,1987.0,,02:09:04,640*480,,Cable Master,,,2026-04-01,2027-03-31,Action,Ramesh Puri,"Jeetendra, Sulakshana Pandit, Shakti Kapoor, Aruna Irani, Om Shivouri, Lalita Pawar, Madan Puri, Amrish Puri…",Laxmikant Pyarelal,Anand Bakshi,"Asha Bhosle,",Yes,MPEG-4,1536 kbps,PCM,60769 kbps,apch,U:\MOVIE MASTER\Madadgaar (1987)\Madadgaar (1987).mov,,56869.98,25.0
Madhavi (1969),,,,,,,,,02:30:58,1920*1080,,,,,,,,,,,,,,MPEG-4,128 kbps,AAC LC,2367 kbps,AVC,U:\MOVIE MASTER\000 Non Registered\000 Logo Blur\Madhavi (1969)\Madhavi (1969).mp4,,2700.39,24.0
Madhoshi (2004),,,Hindi,Movie,Yes,COL,2004.0,,02:02:54,1920*784,,Cable Master,,,2026-04-01,2027-03-31,Action,Tanveer Khan,"John Abraham, Bipasha Basu, Priyanshu Chatterjee, Smita Jaykar, Anang Desai, Shweta Tiwari, Rajeev Varma, Vikram Gokhale",Roop Kumar Rathod,Shakeel Azmi,"Alka Yagnik, Roop Kumar Rathod, Sadhana Sargam, Sonu Nigam, Sukhwinder Singh, Sunidhi Chauhan, Udit Narayan",Yes,MPEG-4,192 kbps,AAC LC,9994 kbps,AVC,U:\MOVIE MASTER\Madhoshi (2004)\Madhoshi (2004).mp4,,8955.81,25.0
Madmast Barkha (2015),,,,,,,,,01:42:08,1920*1080,,,,,,,,,,,,,,MPEG-4,128 kbps,AAC LC,1975 kbps,AVC,U:\MOVIE MASTER\000 Non Registered\000 Logo Blur\Madmast Barkha (2015)\Madmast Barkha (2015).mp4,,1540.76,25.0
Madrangi (2013),,,Hindi Dubed,Movie,Yes,COL,2013.0,,01:58:04,720*576,,Cable Master,,,2026-04-01,2027-03-31,,Mallikarjun Muthalager,"Krishna, Sushma Raj",,,,Yes,MPEG-PS,384 kbps,MPA1L2,2996 kbps,MPEG-2V,U:\MOVIE MASTER\Madrangi (2013)\Madrangi -2013.mpeg,,2912.65,25.0
Mafia Lord (2016),,,Hindi Dubed,Movie,Yes,COL,2016.0,,01:33:10,1920*1080,,Ultra Cable,,,2026-04-01,2027-03-31,"Action, Crime, Thriller",Keoni Waxman,"Steven Seagal, Luke Goss, Georges St-Pierre, Darren E. Scott, Martine Argent, Adina Galupa [Killing Salazar]",Michael Richard Plowman,,,Yes,MPEG-4,128 kbps,AAC LC,1356 kbps,AVC,U:\MOVIE MASTER\Mafia Lord (2016)\Mafia Lord (2016).mp4,,992.93,25.0
Magic Carpet (1964),,,Hindi,Movie,Yes,B&W,1964.0,,02:20:03,852*480,U,Cable Master,,,2026-04-01,2027-03-31,Fantasy,Babubhai Mistri,"Azad Chitra, B M Vyas, Bhagwan, P Kailash, Tun Tun, Jankidas",Ram Prasad,Ram Prasad,"Shakeel Nomani, Arsh Farooqi, Zia Dehlvi, Farooq Qaiser",Yes,MPEG-4,128 kbps,AAC LC,1206 kbps,AVC,U:\MOVIE MASTER\Magic Carpet (1964)\Magic Carpet (1964).mp4,,1341.73,25.0
Magroor (1979),,,Hindi,Movie,Yes,COL,1979.0,,02:17:16,720*576,U,Cable Master,,,2026-04-01,2027-03-31,Drama,Brij,"Shatrughan Sinha, Vidya Sinha, Premnath, Helen",Laxmikant Pyarelal,Laxmikant Pyarelal,"Kishore Kumar, Asha Bhosle, Manna Dey, Suman Kalyanpur, Anuradha Paudwal",Yes,MPEG-4,128 kbps,AAC LC,1262 kbps,AVC,U:\MOVIE MASTER\Magroor (1979)\Magroor (1979).mp4,,1359.83,25.0
Maha Badmaash (1977),,,Hindi,Movie,Yes,COL,1977.0,,02:06:04,1920*1080,U,Shemaroo,,,2026-04-01,2027-03-31,"Action,Crime,Thriller",R G Thaker,"Vinod Khanna, Neetu Singh, Bindu, Imtiaz Khan And Others,,,,,,,,,,,",Ravindra Jain,"Noor Dewasi, Naqsh Lyallpuri","Asha Bhosle, Mohammed Rafi",Yes,MPEG-4,317 kbps,AAC LC,7139 kbps,AVC,U:\MOVIE MASTER\Maha Badmaash (1977)\Maha Badmaash (1977).mp4,,6699.72,25.0
Maha Maha Mathivanan (2014),,,,,,,,,01:43:25,1280*720,,,,,,,,,,,,,,MPEG-4,128 kbps,AAC LC,1211 kbps,AVC,U:\MOVIE MASTER\Maha Maha Mathivanan (2014)\Maha Maha Mathivanan (2014).mp4,,994.61,25.0
Maha Rani Padmini (1959),,,Hindi,Movie,Yes,COL,1959.0,,02:10:45,1280*720,U,Cable Master,,,2026-04-01,2027-03-31,Historical Drama,Jaswant Zaveri,"Jairaj, Anita Guha, Sajjan, Indira, Helen, Shyama",Sardar Malik,Sardar Malik,D N Madhok,Yes,MPEG-4,128 kbps,AAC LC,1302 kbps,AVC,U:\MOVIE MASTER\Maha Rani Padmini (1959)\Maha Rani Padmini (1959).mp4,,1339.94,25.0
Maha Sati Savitri (2010),,,Hindi,Movie,Yes,COL,2010.0,,02:08:48,1920*1080,,Eagle,,,2026-04-01,2027-03-31,Devotional,Arun Dasgupta,"Rachana Banerjee, Raj Premi, Ratna Ghoshal, Kalyani Mandal, Rajat Ganguly",Rup Amar,,,Yes,MPEG-4,317 kbps,AAC LC,20904 kbps,AVC,U:\MOVIE MASTER\Maha Sati Savitri (2010)\Maha Sati Savitri (2010).mp4,,19553.42,25.0
Mahaa Devi,,,,,,,,,02:12:20,1280*720,,,,,,,,,,,,,,MPEG-4,128 kbps,AAC LC,1786 kbps,AVC,U:\MOVIE MASTER\000 Non Registered\000 Logo Blur\Mahaa Devi\Mahaa Devi.mp4,,1817.58,25.0
Mahaan (1983),,,Hindi,Movie,Yes,COL,1983.0,,0.126134259259259,1920*800,U,Shemaroo,,,2026-04-01,2027-03-31,"Action,Drama",S. Ramanathan,"Amitabh Bachchan, Waheeda Rehman, Parveen Babi, Zeenat Aman, Amjad Khan, Shakti Kapoor",R D Burman,Anjaan,"Asha Bhosle, Kishore Kumar, Amit Kumar, Amitabh Bachchan, R D Burman",Yes,MPEG-4,126 kbps,AAC LC,2320 kbps,AVC,U:\MOVIE MASTER\Mahaan (1983)\Mahaan (1983).mp4,,3022.42,25.0
Mahabali Bal Ganesh (2019),,,,,,,,,01:16:04,1920*1080,,,,,,,,,,,,,,MPEG-4,128 kbps,AAC LC,2213 kbps,AVC,U:\MOVIE MASTER\Mahabali Bal Ganesh (2019)\Mahabali Bal Ganesh (2019).mp4,,1277.45,25.0
Mahabali Hanuman (1981),,,Hindi,Movie,Yes,COL,1981.0,,02:16:02,1920*1080,,Ultra Cable,,,2026-04-01,2027-03-31,"Adventure, Family, Fantacy",Babubhai Mistri,"Rakesh Pandey, Kavita Kiran, S N Tripathi, Anjana, Arpana, Manhar Desai, Hercules, Jay Shree T",Kamalkant,Kamalkant,"Asha Bhosle, Mohammed Rafi, Manna Dey",Yes,MPEG-4,128 kbps,AAC LC,3186 kbps,AVC,U:\MOVIE MASTER\Mahabali Hanuman (1981)\Mahabali Hanuman (1981).mp4,,3231.38,25.0
Mahal (1969),,,Hindi,Movie,Yes,COL,1969.0,,0.103564814814815,640*480,U,Ultra Cable,,,2026-04-01,2027-03-31,"Mystery,Thriller",Shanker Mukherjee,"Dev Anand, Asha Parekh, David, Sudhir, Farida Jalal",Kalyanji Anandji,Kalyanji Anandji,"Asha Bhosle, Kishore Kumar, Lata Mangeshkar, Mohammed Rafi",Yes,MPEG-4,128 kbps,AAC LC,1046 kbps,AVC,U:\MOVIE MASTER\Mahal (1969)\Mahal (1969).mp4,,1260.14,29.97
Mahananda (1987),,,Hindi,Movie,Yes,COL,1987.0,,02:12:14,640*480,,Ultra Cable,,,2026-04-01,2027-03-31,Romantic,Mohan Kavia,"Moushmi Chaterjee, Farooque Shaikh, Sulbha Deshpandey",Manas Mukherjee,"Kapil Kumar,Yogesh Gaud, Inderjit Hasanpuri, Inderjit Hasanpuri,","Asha Bhosle,Lata Mangeshkar,Narendra Chanchal,Manas Mukherjee,Bhupinder Singh, Usha Mangeshkar",Yes,MPEG-4,128 kbps,AAC LC,1800 kbps,AVC,U:\MOVIE MASTER\Mahananda (1987)\Mahananda (1987).mp4,,1795.76,25.0
Mahapavan Teerth Yatra (1975),,,Hindi,Movie,Yes,COL,1975.0,,02:11:23,1920*1080,,Eagle,,,2026-04-01,2027-03-31,Devotional,Vijay Sharma,"Aashish Kumar, Rajnibala, Mahipal, Jeevan",,,,Yes,MPEG-4,128 kbps,AAC LC,1584 kbps,AVC,U:\MOVIE MASTER\Mahapavan Teerth Yatra (1975)\Mahapavan Teerth Yatra (1975).mp4,,1614.21,24.0
Maharathi (2008),,,Hindi,Movie,Yes,COL,2008.0,,01:54:00,1920*1080,U,Shemaroo,,,2026-04-01,2027-03-31,"Thriller,Mystery",Shivam Nair,,Shibani Kashyap,Sanjay Chhel,Shibani Kashyap,Yes,MPEG-4,126 kbps,AAC LC,674 kbps,AVC,U:\MOVIE MASTER\Maharathi (2008)\Maharathi (2008).mp4,,655.15,25.0
Mahasati Savitri  (1973),,,,,,,,,02:08:55,1920*1080,,,,,,,,,,,,,,WebM,,,798 kbps,V_VP9,U:\MOVIE MASTER\Mahasati Savitri (1973)\Mahasati Savitri  (1973).mkv,,772.76,25.0
Mahasati Savitri (1973),,,Hindi,Movie,Yes,COL,1973.0,,0.0949884259259259,1280*720,U,Ultra Cable,,,2026-04-01,2027-03-31,"Adventure, Drama, Fantasy, History",Chandrakant,"Jayshree Gadkar, Upendra Trivedi, Ashwini Kumar, Meena Talpade, D.K. Sapru, Shree Bhagwan",Avinash Vyas,Avinash Vyas,"Asha Bhosle, Suman Kalyanpur, Vani Jairam, Mahendra Kapoor",Yes,,,,,,,,,
Mahathma (1997),,,,,,,,,02:35:19,1280*720,,,,,,,,,,,,,,MPEG-4,128 kbps,AAC LC,2153 kbps,AVC,U:\MOVIE MASTER\Mahathma (1997)\Mahathma (1997).mp4,,2536.38,23.976
Mahatma Ka Insaaf,,,,,,,,,01:52:26,1280*720,,,,,,,,,,,,,,MPEG-4,128 kbps,AAC LC,1785 kbps,AVC,U:\MOVIE MASTER\000 Non Registered\000 Logo Blur\Mahatma Ka Insaaf\Mahatma Ka Insaaf.mp4,,1542.95,25.0
Mahaul Theek Hai (1999),,,Hindi,Movie,Yes,COL,1999.0,,02:05:15,1280*720,U,Shemaroo,,,2026-04-01,2027-03-31,Comedy,Jaspal Bhatti,,,,,Yes,MPEG-4,317 kbps,AAC LC,6666 kbps,AVC,U:\MOVIE MASTER\Mahaul Theek Hai (1999)\Mahaul Theek Hai (1999).mp4,,6258.74,25.0
Mahima Jyotibacha (1991),,,,,,,,,02:11:29,1920*1080,,,,,,,,,,,,,,MPEG-4,128 kbps,AAC LC,1367 kbps,AVC,U:\MOVIE MASTER\Mahima Jyotibacha (1991)\Mahima Jyotibacha (1991).mp4,,1412.56,25.0
Mahima Kali Maa Ki   (2002),,https://www.youtube.com/watch?v=95gUN2g5NZ8,Hindi,Movie,Yes,COL,2002.0,,02:29:07,,,Eagle,,,2026-04-01,2027-03-31,"Fantasy, Devotional",Shantilal Soni,"Navgata Antra, Sandhmitra Sagrika, Anju Sanjeev,Anju Ghosh",R. D. Burman (Rahul Dev Burman),,,Yes,,,,,,,,,
Mahima Kali Maa Ki (2002),,,,,,,,,02:27:45,1280*720,,,,,,,,,,,,,,MPEG-4,128 kbps,AAC LC,834 kbps,AVC,U:\MOVIE MASTER\000 Non Registered\000 Logo Blur\000 Darpan priority\Mahima Kali Maa Ki (2002)\Mahima Kali Maa Ki (2002).mp4,,1022.98,25.0
Mahima Kashi Vishwanath Ki (2002),,,,,,,,,02:48:50,1920*1080,,,,,,,,,,,,,,MPEG-4,128 kbps,AAC LC,1516 kbps,AVC,U:\MOVIE MASTER\Mahima Kashi Vishwanath Ki (2002)\Mahima Kashi Vishwanath Ki (2002).mp4,,1992.79,25.0
Mahima Nagin Ki,,,Hindi Dubed,Movie,Yes,COL,2017.0,,01:42:16,1920*1080,,Eagle,,,2026-04-01,2027-03-31,Devotional,K. Shankar,"K.R.Vijaya, Shobana, Sridhar",K.V. Mahadevan,Aksar,Vijitha,Yes,MPEG-4,128 kbps,AAC LC,1205 kbps,av01,U:\MOVIE MASTER\Mahima Nagin Ki\Mahima Nagin Ki.mp4,,979.03,25.0
Mahima Santoshi Maa Ki,,,,,,,,,02:08:55,1280*720,,,,,,,,,,,,,,MPEG-4,128 kbps,AAC LC,1330 kbps,AVC,U:\MOVIE MASTER\000 Non Registered\000 Logo Blur\Mahima Santoshi Maa Ki\Mahima Santoshi Maa Ki.mp4,,1350.39,25.0
Mahlon Ke Khawab (1960),,,,,,,,,02:02:19,1280*720,,,,,,,,,,,,,,MPEG-4,128 kbps,AAC LC,1395 kbps,AVC,U:\MOVIE MASTER\000 Non Registered\000 Logo Blur\Mahlon Ke Khawab (1960)\Mahlon Ke Khawab (1960).mp4,,1337.86,25.0
Mahua (1969),,,Hindi,Movie,Yes,COL,1969.0,,02:17:54,640*480,,Cable Master,,,2026-04-01,2027-03-31,Romance,B Mitra,"Shiv Kumar, Anjana, Murad, Premnath, Jankidas, Ulhas, Badri Prasad, Farah, Asit Sen, Aruna Irani…",Sonik Omi,Qamar Jalalabadi,"Sulakshana Pandit, Omi",Yes,AVI,101 kbps,MPA1L3,1259 kbps,XVID,U:\MOVIE MASTER\Mahua (1969)\Mahua (1969).mp4,,1371.73,23.976
Mai Baap (1957),,,Hindi,Movie,Yes,B&W,1957.0,,02:18:03,1920*1080,U,Shemaroo,,,2026-04-01,2027-03-31,Family Social,M. Sadiq,"Balraj Sahni, Shyama, Nazir Hussain, Johnny Walker, Minu Mumtaz, Raj Mehra",O.P.Nayyar ,"Qamar Jalalabadi, Anjaan, Jan Nisar Akhtar","Asha Bhosle, Geeta Dutt, Mohammed Rafi",Yes,MPEG-PS,384 kbps,MPA1L2,15350 kbps,MPEG-2V,U:\MOVIE MASTER\Mai Baap (1957)\Mai Baap (1957).mpg,,15852.57,25.0
Maidan-E-Jung (1995),,,,,,,,,02:44:11,1280*636,,,,,,,,,,,,,,MPEG-4,128 kbps,AAC LC,1153 kbps,AVC,U:\MOVIE MASTER\Maidan-E-jung (1995)\Maidan-E-Jung (1995).mp4,,1509.05,25.0
Main Aur Mera Haathi (1981),,,Hindi,Movie,Yes,COL,1981.0,,02:15:55,640*480,U,Shemaroo,,,2026-04-01,2027-03-31,"Action,Drama",R. Thiagaraj,"Mithun Chakraborty, Poonam Dhillon, Shakti Kapoor, Keshto Mukherjee, Mahendra Sandhu, Suresh Oberoi, Sharat Saxena, Satyen Kappu",Kalyanji Anandji,Maya Govind,"Kishore Kumar, Anuradha Paudwal",Yes,MPEG-4,253 kbps,AAC LC,2500 kbps,AVC,U:\MOVIE MASTER\Main Aur Mera Haathi (1981)\Main Aur Mera Haathi (1981).mp4,,2681.49,25.0
Main Awara Hoon (1983),,,Hindi,Movie,Yes,COL,1983.0,,02:28:47,640*480,U/A,Ultra Cable,,,2026-04-01,2027-03-31,Drama,Ashim Samanta,,R D Burman,R D Burman,"Asha Bhosle, Alka Yagnik, Kishore Kumar",Yes,MPEG-4,128 kbps,AAC LC,494 kbps,AVC,U:\MOVIE MASTER\Main Awara Hoon (1983)\Main Awara Hoon (1983).mp4,,689.93,25.0
Main Balwaan (1986),,,Hindi,Movie,Yes,COL,1986.0,,02:29:32,640*318,,Ultra Cable,,,2026-04-01,2027-03-31,Action,Mukul Anand,"Dharmendra , Meenakshi Sheshadri , Mithun Chakrovorty , Suresh Oberoi",Bappi Lahiri,Anjaan,"Kishore Kumar, Nazia Hassan, Bappi Lahiri, Alisha Chinai, Munna Aziz",Yes,MPEG-4,128 kbps,AAC LC,545 kbps,av01,U:\MOVIE MASTER\Main Balwaan (1986)\Main Balwaan (1986).mp4,,737.48,29.97
Main Balwan,,,,,,,,,02:13:53,1920*1080,,,,,,,,,,,,,,MPEG-4,128 kbps,AAC LC,1204 kbps,av01,U:\MOVIE MASTER\000 Non Registered\000 Logo Blur\Main Balwan\Main Balwan.mp4,,1280.11,25.0
Main Bhi Ladki Hun (1964),,,Hindi,Movie,Yes,B&W,1964.0,,0.106168981481481,640*480,U,Ultra Cable,,,2026-04-01,2027-03-31,Drama,A C Trilok Chandra,"Dharmendra, Meena Kumari, Balraj Sahni, Om Parkesh, Manorama, Bhagwan, Pushpa Lata",Chitragupt,Chitragupt,"Asha Bhosle, Mohammad Rafi, Lata Mangeshkar",Yes,MPEG-4,126 kbps,AAC LC,1619 kbps,AVC,U:\MOVIE MASTER\Main Bhi Ladki Hun (1964)\Main Bhi Ladki Hun (1964).mp4,,1896.11,25.0
Main Chup Rahungi (1962),,,Hindi,Movie,Yes,B&W,1962.0,,02:27:15,640*480,U,Ultra Cable,,,2026-04-01,2027-03-31,Social Family Drama,A. Bhim Singh,"Sunil Dutt, Meena Kumari, Babloo, Jagirdar, Nana Palsikar, Mohan Choti, Helen, Raj Mehra",Chitragupta,Chitragupta,"Lata Mangeshkar, Mohammed Rafi",Yes,MPEG-4,126 kbps,AAC LC,842 kbps,AVC,U:\MOVIE MASTER\Main Chup Rahungi (1962)\Main Chup Rahungi (1962).mp4,,1023.44,25.0
Main Hoon Chalbaaz  (2008),,,,,,,,,02:37:09,1920*1080,,,,,,,,,,,,,,MPEG-4,128 kbps,AAC LC,2365 kbps,AVC,U:\MOVIE MASTER\Main Hoon Chalbaaz (2008)\Main Hoon Chalbaaz (Dubbed) (2008).mp4,,2809.17,25.0
Main Hoon Durga (2008),,,Hindi,Movie,Yes,COL,2000.0,,0.0865393518518519,1280*720,,Cable Master,,,2026-04-01,2027-03-31,Action-thriller,P. Ravi Shankar,"Mala Shree, Aashish Vidyarathi, Raghuvaran",,,,Yes,MPEG-4,317 kbps,AAC LC,10000 kbps,AVC,U:\MOVIE MASTER\Main Hoon Durga (2008)\Main Hoon Durga (2008).mp4,,9200.12,25.0
Main Hoon Gambler (2005),,,,,,,,,02:10:18,1920*1080,,,,,,,,,,,,,,MPEG-4,128 kbps,AAC LC,2347 kbps,AVC,U:\MOVIE MASTER\000 Non Registered\000 Logo Blur\Main Hoon Gambler (2005)\Main Hoon Gambler (2005).mp4,,2312.96,25.0
Main Hoon Khiladiyoon Ka Khiladi (1990),,,,,,,,,02:04:29,1920*1080,,,,,,,,,,,,,,MPEG-4,128 kbps,AAC LC,1467 kbps,AVC,U:\MOVIE MASTER\Main Hoon Khiladiyoon Ka Khiladi (1990)\Main Hoon Khiladiyoon Ka Khiladi (1990).mp4,,1426.26,25.0
Main Hoon Na (2004),,,,,,,,,02:54:56,1912*804,,,,,,,,,,,,,,MPEG-4,96 kbps,AAC LC,2000 kbps,AVC,U:\MOVIE MASTER\Main Hoon Na (2004)\Main Hoon Na (2004).mp4,,2628.27,25.0
Main Hoon Part-Time Killer (2014),,,Hindi,Movie,Yes,COL,2014.0,,02:01:35,1920*816,V/UA,Shemaroo,,,2026-04-01,2027-03-31,Comedy,Faisal Saif,,"Shibani Kashyap, Bappi Lahiri, Leena Shah, Basit Faryad",,"Shibani Kashyap,Shreya Ghoshal,Bappi Lahiri",Yes,MPEG-4,192 kbps,AAC LC,8924 kbps,AVC,U:\MOVIE MASTER\Main Hoon Part-Time Killer (2014)\Main Hoon Part-Time Killer (2014).mp4,,7812.62,25.0
Main Hoon Qatil Jadugarni (2001),,,,,,,,,01:28:20,1920*1080,,,,,,,,,,,,,,MPEG-4,128 kbps,AAC LC,2921 kbps,AVC,U:\MOVIE MASTER\000 Non Registered\000 Logo Blur\Main Hoon Qatil Jadugarni (2001)\Main Hoon Qatil Jadugarni (2001).mp4,,1930.15,25.0
Main Hoon Raghuveer (2003),,,,,,,,,02:33:54,1920*1080,,,,,,,,,,,,,,MPEG-4,128 kbps,AAC LC,2044 kbps,AVC,U:\MOVIE MASTER\000 Non Registered\000 Logo Blur\Main Hoon Raghuveer (2003)\Main Hoon Raghuveer (2003).mp4,,2398.03,25.0
Main Hoon Rakhwala  (2006),,,,,,,,,02:43:42,1280*720,,,,,,,,,,,,,,MPEG-4,128 kbps,AAC LC,453 kbps,AVC,U:\MOVIE MASTER\Main Hoon Rakhwala (2006)\Main Hoon Rakhwala (Dubbed) (2006).mp4,,684.07,25.0
Main Hoon Rakhwala (2006),,,Hindi,Movie,Yes,COL,2006.0,,,,,Ultra Cable,,,2026-04-01,2027-03-31,Action-drama,K.S. Ravikumar,"Chiranjeevi, Meena , Prakash Raj.",,,,Yes,,,,,,,,,
Main Hoon Sarfira Jigarwala (2019),,,,,,,,,01:43:17,1920*1080,,,,,,,,,,,,,,MPEG-4,128 kbps,AAC LC,1226 kbps,AVC,U:\MOVIE MASTER\000 Non Registered\000 Logo Blur\Main Hoon Sarfira Jigarwala (2019)\Main Hoon Sarfira Jigarwala (2019).mp4,,1004.45,24.0
Main Hoon Shahazada (2012),,,,,,,,,02:01:50,720*576,,,,,,,,,,,,,,MPEG-4,317 kbps,AAC LC,14901 kbps,AVC,U:\MOVIE MASTER\Main Hoon Shahazada (2012)\Main Hoon Shahazada (2012).mp4,,13266.13,25.0
Main Hoon Ziddhi (2014),,,,,,,,,01:59:44,1920*1080,,,,,,,,,,,,,,MPEG-4,317 kbps,AAC LC,10000 kbps,AVC,U:\MOVIE MASTER\Main Hoon Ziddi (2014)\Main Hoon Ziddhi (2014).mp4,,8840.2,25.0
Main Hoon Ziddi (2014),,,Hindi Dubed,Movie,Yes,COL,2014.0,,01:59:44,1920*1080,,Cable Master,,,2026-04-01,2027-03-31,Action-drama,R Anantharaju,"Prajwal Devraj, Aindrida Roy",Giridhar Diwan,Giridhar Diwan,,Yes,,,,,,,,,
